X,FilingDate,TradeDate,Ticker,CompanyName,InsiderName,Title,TradeType,Price,Qty,Owned,DeltaOwn,Value,1d,1w,1m,6m
M,2021-06-02 17:11:00,2021-06-01 00:00:00,LOV,Spark Networks Se,Canaan VIII LP,10%,S - Sale,$5.80 ,"-24,000","2,822,952",-1%,"($139,309)",,,,
,2021-06-02 17:09:00,2021-06-01 00:00:00,DLTR,"Dollar Tree, Inc.",Bridgeford Gregory M,Dir,P - Purchase,$99.02 ,"5,100","5,899",638%,"$505,003 ",,,,
,2021-06-02 17:08:00,2021-06-01 00:00:00,MBI,Mbia Inc,Shasta Theodore,Dir,S - Sale,$10.05 ,"-5,703","46,346",-11%,"($57,315)",,,,
M,2021-06-02 17:15:00,2021-06-01 00:00:00,ALG,Alamo Group Inc,Robinson Ronald A,Employee,S - Sale,$155.00 ,"-4,982","224,696",-2%,"($772,227)",,,,
D,2021-06-02 17:16:00,2021-06-01 00:00:00,TENB,"Tenable Holdings, Inc.",Riddick Stephen A,"GC, Secretary",S - Sale+OE,$41.82 ,"-2,420","25,069",-9%,"($101,204)",,,,
,2021-06-02 17:16:00,2021-06-01 00:00:00,DVN,Devon Energy Corp/de,Humphers Jeremy D.,SVP-Chief Accounting Officer,S - Sale,$29.78 ,"-1,500","122,972",-1%,"($44,670)",,,,
,2021-06-02 17:18:00,2021-06-01 00:00:00,SCVL,Shoe Carnival Inc,Scibetta Carl N.,SEVP - CHIEF MERCHANDISE Offic,S - Sale,$70.03 ,"-7,984","42,765",-16%,"($559,120)",,,,
,2021-06-02 17:20:00,2021-06-01 00:00:00,REAL,"Therealreal, Inc.",Wainwright Julie,CEO,S - Sale,$17.52 ,"-60,000","2,960,497",-2%,"($1,051,200)",,,,
,2021-06-02 17:20:00,2021-06-01 00:00:00,BKR,Baker Hughes Co,Qasem Rami,"EVP, Digital Solutions",S - Sale,$24.98 ,"-9,427","16,110",-37%,"($235,486)",,,,
M,2021-06-02 17:19:00,2021-06-01 00:00:00,RDI,Reading International Inc,Cotter Ellen M,"Dir, Pres, CEO, 10%",S - Sale,$6.62 ,"-8,000","2,215,314",0%,"($52,976)",,,,
M,2021-06-02 17:22:00,2021-06-01 00:00:00,RDI,Reading International Inc,James J. Cotter Living Trust,"Member of Sec.13(d)(3) Group, 10%",S - Sale,$6.62 ,"-8,000","1,424,649",-1%,"($52,976)",,,,
D,2021-06-02 17:26:00,2021-06-01 00:00:00,OM,"Outset Medical, Inc.",Trigg Leslie,"Pres, CEO",S - Sale+OE,$47.90 ,"-20,000","259,428",-7%,"($957,930)",,,,
D,2021-06-02 17:26:00,2021-06-01 00:00:00,URBN,Urban Outfitters Inc,McDonald Wesley S,Dir,S - Sale+OE,$39.67 ,"-10,000",0,-100%,"($396,700)",,,,
D,2021-06-02 17:29:00,2021-06-01 00:00:00,RGCO,Rgc Resources Inc,Oliver Lawrence T.,"VP, Interim CFO, Sec., Treas.",P - Purchase,$23.03 ,9,"4,270",0%,$200 ,,,,
M,2021-06-02 17:28:00,2021-06-01 00:00:00,RDI,Reading International Inc,Cotter Margaret,"Chairperson, EVP - RE Dev, NY, 10%",S - Sale,$6.62 ,"-8,000","2,269,481",0%,"($52,976)",,,,
D,2021-06-02 17:28:00,2021-06-01 00:00:00,OM,"Outset Medical, Inc.",Vazquez Martin,COO,S - Sale+OE,$47.91 ,"-5,000","9,255",-35%,"($239,529)",,,,
,2021-06-02 17:26:00,2021-06-01 00:00:00,TRUE,"Truecar, Inc.",Buce Robert,Dir,S - Sale,$5.66 ,"-17,500","429,278",-4%,"($99,003)",,,,
D,2021-06-02 17:30:00,2021-06-01 00:00:00,SAIL,"Sailpoint Technologies Holdings, Inc.",Ream Jason,CFO,S - Sale+OE,$44.87 ,"-15,000","109,055",-12%,"($673,025)",,,,
D,2021-06-02 17:29:00,2021-06-01 00:00:00,OM,"Outset Medical, Inc.",Grossman D Keith,Dir,S - Sale+OE,$47.92 ,"-1,296","11,604",-10%,"($62,102)",,,,
,2021-06-02 17:30:00,2021-06-01 00:00:00,BATL,Battalion Oil Corp,Germann Scott,Dir,S - Sale,$13.11 ,-553,"4,239",-12%,"($7,250)",,,,
,2021-06-02 17:31:00,2021-06-01 00:00:00,SAIL,"Sailpoint Technologies Holdings, Inc.",Mills Matt,"Pres, Worldwide Field Ops",S - Sale,$45.56 ,"-1,769","126,372",-1%,"($80,591)",,,,
D,2021-06-02 17:33:00,2021-06-01 00:00:00,ROOT,"Root, Inc.",Manges Daniel,"CTO, 10%",S - Sale+OE,$8.80 ,"-150,000","287,424",-34%,"($1,320,000)",,,,
,2021-06-02 17:39:00,2021-06-01 00:00:00,RAPT,"Rapt Therapeutics, Inc.",Ho William,Chief Medical Officer,S - Sale,$19.50 ,"-1,000","62,529",-2%,"($19,500)",,,,
,2021-06-02 17:38:00,2021-06-01 00:00:00,ADTX,"Aditx Therapeutics, Inc.",Runge Jeffrey W.,Dir,P - Purchase,$2.93 ,"10,000","12,500",400%,"$29,344 ",,,,
D,2021-06-02 17:38:00,2021-06-01 00:00:00,VIR,"Vir Biotechnology, Inc.",Virgin Herbert,"EVP, Research, CSO",S - Sale+OE,$42.51 ,"-1,375","91,700",-1%,"($58,451)",,,,
,2021-06-02 17:40:00,2021-06-01 00:00:00,PANW,Palo Alto Networks Inc,Compeau Jean,"Deputy CFO, CAO",S - Sale,$360.07 ,"-2,498","22,112",-10%,"($899,442)",,,,
D,2021-06-02 17:46:00,2021-06-01 00:00:00,SI,Silvergate Capital Corp,Brassfield Karen F.,Dir,S - Sale+OE,$117.30 ,"-4,000","16,298",-20%,"($469,200)",,,,
,2021-06-02 17:45:00,2021-06-01 00:00:00,INSW,"International Seaways, Inc.",Pribor Jeffrey,"SVP,CFO, Treasurer",S - Sale,$20.25 ,"-1,000","47,164",-2%,"($20,249)",,,,
M,2021-06-02 17:43:00,2021-06-01 00:00:00,SCOR,"Comscore, Inc.",Gotlieb Irwin,Dir,P - Purchase,$3.97 ,"100,000","186,956",115%,"$397,454 ",,,,
D,2021-06-02 17:48:00,2021-06-01 00:00:00,NUS,"Nu Skin Enterprises, Inc.",Dorny D Matthew,GC,S - Sale+OE,$60.78 ,"-6,200","47,159",-12%,"($376,836)",,,,
D,2021-06-02 17:52:00,2021-06-01 00:00:00,CRM,"Salesforce.Com, Inc.",Weaver Amy E,"Pres, CFO",S - Sale+OE,$238.00 ,"-7,535","30,604",-20%,"($1,793,330)",,,,
,2021-06-02 17:57:00,2021-06-01 00:00:00,TYME,"Tyme Technologies, Inc.",Demurjian Michael,10%,S - Sale,$1.58 ,"-20,000","24,558,546",0%,"($31,600)",,,,
D,2021-06-02 18:00:00,2021-06-01 00:00:00,MDT,Medtronic Plc,Wall Brett A.,"EVP, Pres Neuroscience",S - Sale+OE,$128.07 ,"-2,473","21,487",-10%,"($316,717)",,,,
D,2021-06-02 17:59:00,2021-06-01 00:00:00,PING,Ping Identity Holding Corp.,Romer Lauren Adrienne,GC,S - Sale+OE,$24.25 ,"-1,000","133,332",-1%,"($24,250)",,,,
D,2021-06-02 18:06:00,2021-06-01 00:00:00,CRM,"Salesforce.Com, Inc.",Harris Parker,"Co-Founder, CTO",S - Sale+OE,$236.12 ,"-5,300","1,972,582",0%,"($1,251,443)",,,,
,2021-06-02 18:08:00,2021-06-01 00:00:00,NVDA,Nvidia Corp,Dabiri John,Dir,S - Sale,$651.15 ,-103,965,-10%,"($67,069)",,,,
,2021-06-02 18:16:00,2021-06-01 00:00:00,WOOF,"Petco Health & Wellness Company, Inc.",Canada Pension Plan Investment Board,10%,S - Sale,$23.16 ,"-9,010,422","61,116,931",-13%,"($208,681,374)",,,,
D,2021-06-02 18:24:00,2021-06-01 00:00:00,GL,Globe Life Inc.,McPartland James Eric,"EVP,CIO",S - Sale+OE,$106.05 ,"-30,000","23,703",-56%,"($3,181,581)",,,,
,2021-06-02 18:26:00,2021-06-01 00:00:00,FOLD,"Amicus Therapeutics, Inc.",Whitman Burke W,Dir,P - Purchase,$9.24 ,"1,500","47,467",3%,"$13,861 ",,,,
D,2021-06-02 18:28:00,2021-06-01 00:00:00,MCK,McKesson Corp,Tyler Brian S.,CEO,S - Sale+OE,$189.85 ,"-17,968","24,851",-42%,"($3,411,253)",,,,
D,2021-06-02 18:30:00,2021-06-01 00:00:00,GDRX,"Goodrx Holdings, Inc.",Azad Babak,See Remarks,S - Sale+OE,$37.10 ,"-70,833",0,-100%,"($2,627,650)",,,,
D,2021-06-02 18:31:00,2021-06-01 00:00:00,MCK,McKesson Corp,Rodgers Thomas L,"EVP, Chief Strategy, BDO",S - Sale+OE,$189.56 ,-145,566,-20%,"($27,486)",,,,
DM,2021-06-02 18:35:00,2021-06-01 00:00:00,ISIG,Insignia Systems Inc/mn,Swenson Nicholas John,10%,P - Purchase,$7.64 ,"51,215","212,894",32%,"$391,505 ",,,,
D,2021-06-02 18:34:00,2021-06-01 00:00:00,NET,"Cloudflare, Inc.",Kramer Douglas James,GC,S - Sale+OE,$81.92 ,"-10,000","32,652",-23%,"($819,152)",,,,
,2021-06-02 18:38:00,2021-06-01 00:00:00,ACEL,"Accel Entertainment, Inc.",Ruttenberg David W.,Dir,S - Sale,$13.03 ,"-22,000","457,455",-5%,"($286,563)",,,,
D,2021-06-02 18:40:00,2021-06-01 00:00:00,DAWN,"Day One Biopharmaceuticals, Inc.","Atlas Venture Fund Xi, L.P.",10%,P - Purchase,$16.00 ,"500,000","250,000",-200%,"$8,000,000 ",,,,
M,2021-06-02 18:44:00,2021-06-01 00:00:00,CARG,"Cargurus, Inc.",Steinert Langley,"Exec COB, 10%",S - Sale,$27.70 ,"-31,098","1,109,990",-3%,"($861,415)",,,,
,2021-06-02 18:54:00,2021-06-01 00:00:00,TRTN,Triton International Ltd,Gallagher Michelle,"VP, Controller",S - Sale,$55.00 ,"-1,713","8,721",-16%,"($94,215)",,,,
,2021-06-02 18:58:00,2021-06-01 00:00:00,TRTN,Triton International Ltd,Germain Claude,Dir,S - Sale,$54.50 ,"-1,500","47,331",-3%,"($81,750)",,,,
,2021-06-02 19:04:00,2021-06-01 00:00:00,ATUS,"Altice Usa, Inc.",Olsen Michael,"EVP, Gen. Counsel, Secy",S - Sale,$36.19 ,"-3,000","38,038",-7%,"($108,570)",,,,
,2021-06-02 19:21:00,2021-06-01 00:00:00,MDRR,"Medalist Diversified Reit, Inc.","Ault Global Holdings, Inc.",10%,S - Sale,$1.56 ,"-100,000","1,480,000",-6%,"($156,000)",,,,
,2021-06-02 19:23:00,2021-06-01 00:00:00,WYNN,Wynn Resorts Ltd,Whittemore Ellen F,"EVP, GC",S - Sale,$135.00 ,"-1,500","37,355",-4%,"($202,500)",,,,
,2021-06-02 19:29:00,2021-06-01 00:00:00,PSB,Ps Business Parks Inc/Ca,Havner Ronald L Jr,Dir,S - Sale,$156.73 ,"-4,137","155,584",-3%,"($648,392)",,,,
D,2021-06-02 19:32:00,2021-06-01 00:00:00,NEWR,"New Relic, Inc.",Cirne Lewis,"CEO, 10%",S - Sale+OE,$62.43 ,"-41,001","5,685,475",-1%,"($2,559,639)",,,,
D,2021-06-02 19:34:00,2021-06-01 00:00:00,AMPH,"Amphastar Pharmaceuticals, Inc.",Koo Richard,Dir,S - Sale+OE,$19.28 ,"-25,827","263,270",-9%,"($498,009)",,,,
D,2021-06-02 20:08:00,2021-06-01 00:00:00,ZEN,"Zendesk, Inc.",McDermott Adrian,CTO,S - Sale+OE,$135.81 ,"-9,360","85,321",-10%,"($1,271,176)",,,,
D,2021-06-30 14:29:00,2021-06-30 00:00:00,AMSWA,American Software Inc,Hogue Dennis,Dir,S - Sale+OE,$22.19 ,"-1,258","23,016",-5%,"($27,915)",,,,
D,2021-06-30 15:45:00,2021-06-30 00:00:00,ALTR,Altair Engineering Inc.,Chouinard Brett R,See Remarks,S - Sale+OE,$70.39 ,"-5,000","13,228",-27%,"($351,959)",,,,
,2021-06-30 16:12:00,2021-06-30 00:00:00,SCS,Steelcase Inc,Alvarez Guillaume M,"SVP, EMEA",S - Sale,$15.02 ,"-12,500","66,800",-16%,"($187,688)",,,,
D,2021-06-30 16:50:00,2021-06-30 00:00:00,ZOM,Zomedica Corp.,Cohen Robert,CEO,S - Sale+OE,$0.82 ,"-543,750",0,-100%,"($447,343)",,,,
,2021-06-30 19:02:00,2021-06-30 00:00:00,VINC,"Vincerx Pharma, Inc.",Bushnell Laura I.,Dir,P - Purchase,$12.94 ,"1,800","1,800",New,"$23,297 ",,,,
,2021-06-30 18:56:00,2021-06-30 00:00:00,VINC,"Vincerx Pharma, Inc.",Hwang Sooin,Chief Business Officer,P - Purchase,$12.66 ,500,"385,575",0%,"$6,330 ",,,,
,2021-06-30 20:44:00,2021-06-30 00:00:00,AMAT,Applied Materials Inc /de,Nalamasu Omkaram,"SVP, CTO",S - Sale,$142.16 ,"-51,000","191,664",-21%,"($7,250,160)",,,,
D,2021-06-29 16:07:00,2021-06-29 00:00:00,ELEV,"Elevation Oncology, Inc.",Vertex Global Hc Fund II Pte. Ltd.,10%,P - Purchase,$16.00 ,"250,000","2,307,642",12%,"$4,000,000 ",,,,
D,2021-06-29 16:40:00,2021-06-29 00:00:00,FDX,Fedex Corp,Schwab Susan C,Dir,S - Sale+OE,$297.30 ,"-4,720","5,592",-46%,"($1,403,270)",,,,
D,2021-06-29 16:43:00,2021-06-29 00:00:00,FDX,Fedex Corp,Smith John Alan,"Pres, CEO, FedEx Ground",S - Sale+OE,$296.00 ,"-11,285","16,019",-41%,"($3,340,360)",,,,
,2021-06-29 18:39:00,2021-06-29 00:00:00,BL,"Blackline, Inc.",Tucker Therese,Exec Chair,S - Sale,$112.66 ,"-10,000","4,623,183",0%,"($1,126,598)",,,,
,2021-06-29 19:12:00,2021-06-29 00:00:00,FTCV,Fintech Acquisition Corp V,"Luxor Capital Group, LP",10%,P - Purchase,$12.09 ,"809,039","4,618,468",21%,"$9,781,137 ",,,,
D,2021-06-29 19:23:00,2021-06-29 00:00:00,ORCL,Oracle Corp,Daley Dorian,"EVP, GC",S - Sale+OE,$78.21 ,"-150,000","254,869",-37%,"($11,730,855)",,,,
,2021-06-29 19:37:00,2021-06-29 00:00:00,ARAV,"Aravive, Inc.",McIntyre Gail Frances,"CEO, Pres",P - Purchase,$5.35 ,"1,000","11,137",10%,"$5,345 ",,,,
,2021-06-29 19:36:00,2021-06-29 00:00:00,ARAV,"Aravive, Inc.",Shah Vinay,CFO,P - Purchase,$5.31 ,"1,000","190,842",1%,"$5,310 ",,,,
D,2021-06-29 19:47:00,2021-06-29 00:00:00,EVC,Entravision Communications Corp,Jeffery Liberman A,"Pres, COO",S - Sale+OE,$6.77 ,"-6,956","357,278",-2%,"($47,068)",,,,
,2021-06-29 20:44:00,2021-06-29 00:00:00,ALZN,"Alzamend Neuro, Inc.",Ault Milton C III,10%,S - Sale,$10.06 ,-300,"30,266,055",0%,"($3,018)",,,,
,2021-06-29 21:19:00,2021-06-29 00:00:00,SCND,Scientific Industries Inc,Frampton Marcus,Dir,P - Purchase,$10.73 ,500,"72,895",1%,"$5,365 ",,,,
D,2021-06-30 06:33:00,2021-06-29 00:00:00,AMSWA,American Software Inc,Dow H Allan,Pres,S - Sale+OE,$22.41 ,"-18,030","81,315",-18%,"($404,031)",,,,
,2021-06-30 12:32:00,2021-06-29 00:00:00,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,"$1,560.65 ",27,"377,149",0%,"$42,138 ",,,,
,2021-06-30 12:27:00,2021-06-29 00:00:00,VLGEA,Village Super Market Inc,Sumas William,"EVP, 10%",S - Sale,$23.49 ,"-1,830","156,448",-1%,"($42,990)",,,,
,2021-06-30 14:02:00,2021-06-29 00:00:00,FUNC,First United Corp/md/,Dipietro Christy,Dir,P - Purchase,$18.30 ,"3,000","5,206",136%,"$54,887 ",,,,
M,2021-06-30 14:35:00,2021-06-29 00:00:00,TCX,Tucows Inc /pa/,Johannson Jessica Sybil-Lynne,Chief People Officer,S - Sale,$78.08 ,-255,0,-100%,"($19,911)",,,,
D,2021-06-30 14:44:00,2021-06-29 00:00:00,AMSWA,American Software Inc,King Valerie Paige,"VP,GC",S - Sale+OE,$22.54 ,"-4,000",0,-100%,"($90,164)",,,,
,2021-06-30 15:46:00,2021-06-29 00:00:00,OSS,"One Stop Systems, Inc.",Messinger Gioia,Dir,P - Purchase,$5.66 ,"1,000","16,590",6%,"$5,660 ",,,,
,2021-06-30 16:06:00,2021-06-29 00:00:00,LESL,"Leslie'S, Inc.",Strain John,Dir,S - Sale,$26.81 ,-716,"38,221",-2%,"($19,196)",,,,
,2021-06-30 16:05:00,2021-06-29 00:00:00,LESL,"Leslie'S, Inc.",Weddell Steven M,See Remarks,S - Sale,$26.81 ,"-25,976","1,386,377",-2%,"($696,417)",,,,
,2021-06-30 16:05:00,2021-06-29 00:00:00,LESL,"Leslie'S, Inc.",Egeck Michael R.,CEO,S - Sale,$26.81 ,"-28,164","1,503,139",-2%,"($755,077)",,,,
,2021-06-30 16:05:00,2021-06-29 00:00:00,LESL,"Leslie'S, Inc.",Baker Paula,Chief Revenue Officer,S - Sale,$26.81 ,"-2,832","151,171",-2%,"($75,926)",,,,
,2021-06-30 16:05:00,2021-06-29 00:00:00,LESL,"Leslie'S, Inc.",Ortega Steven L,Dir,S - Sale,$26.81 ,"-41,661","2,223,514",-2%,"($1,116,931)",,,,
D,2021-06-30 16:05:00,2021-06-29 00:00:00,GTHX,"G1 Therapeutics, Inc.",Rudnick Seth,Dir,S - Sale+OE,$22.35 ,"-10,000","9,655",-51%,"($223,477)",,,,
D,2021-06-30 16:00:00,2021-06-29 00:00:00,FTHM,Fathom Holdings Inc.,Sampson Glenn A.,"Dir, 10%",S - Sale+OE,$33.89 ,"-2,877","2,289,787",0%,"($97,494)",,,,
,2021-06-30 16:01:00,2021-06-29 00:00:00,SAM,Boston Beer Co Inc,Koch C James,"COB, 10%",S - Sale,"$1,029.70 ","-2,500","220,407",-1%,"($2,574,246)",,,,
,2021-06-30 16:18:00,2021-06-29 00:00:00,BKI,"Black Knight, Inc.",Meyers Michele M,"CAO, Treasurer",S - Sale,$77.97 ,"-3,897","19,864",-16%,"($303,859)",,,,
,2021-06-30 16:05:00,2021-06-29 00:00:00,LESL,"Leslie'S, Inc.",Kufel Eric J,Dir,S - Sale,$26.81 ,-645,"34,422",-2%,"($17,292)",,,,
,2021-06-30 16:30:00,2021-06-29 00:00:00,LESL,"Leslie'S, Inc.","Bubbles Investor Aggregator, L.P.",10%,S - Sale,$26.81 ,"-799,669","42,679,554",-2%,"($21,439,766)",,,,
,2021-06-30 16:40:00,2021-06-29 00:00:00,VBIV,Vbi Vaccines Inc/bc,Perceptive Advisors LLC,10%,S - Sale,$3.80 ,"-646,257","55,042,456",-1%,"($2,455,777)",,,,
,2021-06-30 16:32:00,2021-06-29 00:00:00,UTHR,United Therapeutics Corp,Dwek Raymond,Dir,S - Sale,$176.01 ,"-3,360",0,-100%,"($591,394)",,,,
,2021-06-30 16:30:00,2021-06-29 00:00:00,KBLB,"Kraig Biocraft Laboratories, Inc",Thompson Kimberly Kraig,"CEO, CFO, 10%",S - Sale,$0.00 ,"-40,000","203,929,547",0%,$0 ,,,,
,2021-06-30 16:53:00,2021-06-29 00:00:00,ESTE,Earthstone Energy Inc,Lodzinski Frank Alan,Exec COB,S - Sale,$11.15 ,"-50,000","625,921",-7%,"($557,500)",,,,
,2021-06-30 16:47:00,2021-06-29 00:00:00,PSB,"Ps Business Parks, Inc./Md",Kropp James H,Dir,S - Sale,$148.81 ,"-1,000","13,761",-7%,"($148,810)",,,,
,2021-06-30 17:00:00,2021-06-29 00:00:00,AMBA,Ambarella Inc,Day Christopher,"VP, Marketing",S - Sale,$108.00 ,-786,"10,500",-7%,"($84,888)",,,,
D,2021-06-30 17:32:00,2021-06-29 00:00:00,CRM,"Salesforce.Com, Inc.",Benioff Marc,"Chair of the Board, CEO",S - Sale+OE,$244.92 ,"-20,000","28,986,249",0%,"($4,898,418)",,,,
,2021-06-30 17:30:00,2021-06-29 00:00:00,KALA,"Kala Pharmaceuticals, Inc.",Chen Hongming,Chief Scientific Officer,S - Sale,$5.56 ,"-5,548","235,015",-2%,"($30,847)",,,,
,2021-06-30 17:25:00,2021-06-29 00:00:00,SGRY,"Surgery Partners, Inc.",Brocklehurst Laura L.,CHRO,S - Sale,$66.88 ,-126,"44,220",0%,"($8,426)",,,,
,2021-06-30 17:21:00,2021-06-29 00:00:00,SJM,J M Smucker Co,Penrose Jill R,"Chief People, Admin Officer",S - Sale,$131.29 ,"-2,379","15,105",-14%,"($312,339)",,,,
,2021-06-30 17:16:00,2021-06-29 00:00:00,WWR,"Westwater Resources, Inc.",Peacock Deborah A,Dir,P - Purchase,$5.00 ,"5,000","5,000",New,"$25,000 ",,,,
,2021-06-30 17:33:00,2021-06-29 00:00:00,GMS,Gms Inc.,Turner John C Jr,"Pres, CEO",S - Sale,$49.78 ,"-3,285","23,479",-12%,"($163,516)",,,,
D,2021-06-30 17:48:00,2021-06-29 00:00:00,CRM,"Salesforce.Com, Inc.",Harris Parker,"Co-Founder, CTO",S - Sale+OE,$244.92 ,"-5,300","1,967,769",0%,"($1,298,091)",,,,
D,2021-06-30 18:21:00,2021-06-29 00:00:00,CVNA,Carvana Co.,Garcia Ernest C. II,10%,S - Sale+OE,$299.96 ,"-60,000","73,639,802",0%,"($17,997,502)",,,,
,2021-06-30 18:41:00,2021-06-29 00:00:00,CRSP,Crispr Therapeutics AG,Bolzon Bradley J Phd,Dir,S - Sale,$149.49 ,"-47,536",0,-100%,"($7,106,341)",,,,
M,2021-06-30 18:59:00,2021-06-29 00:00:00,VINC,"Vincerx Pharma, Inc.",Lowe Christopher P.,Dir,P - Purchase,$12.62 ,"10,000","10,000",New,"$126,152 ",,,,
D,2021-06-30 19:01:00,2021-06-29 00:00:00,LCTX,"Lineage Cell Therapeutics, Inc.",Andrews Deborah J,Dir,S - Sale+OE,$2.93 ,"-19,142","15,578",-55%,"($56,086)",,,,
,2021-06-30 18:59:00,2021-06-29 00:00:00,VINC,"Vincerx Pharma, Inc.",Seelenberger Alexander A.,CFO,P - Purchase,$12.61 ,"7,950","7,950",New,"$100,260 ",,,,
,2021-06-30 18:57:00,2021-06-29 00:00:00,VINC,"Vincerx Pharma, Inc.",Thomas Tom C,See Remarks,P - Purchase,$12.58 ,"2,000","207,522",1%,"$25,160 ",,,,
D,2021-06-30 18:58:00,2021-06-29 00:00:00,LCTX,"Lineage Cell Therapeutics, Inc.",Russell Angus C.,Dir,S - Sale+OE,$2.97 ,"-4,720","87,500",-5%,"($14,018)",,,,
,2021-06-30 19:02:00,2021-06-29 00:00:00,VINC,"Vincerx Pharma, Inc.",Hamdy Ahmed Md,CEO,P - Purchase,$12.77 ,"7,830","1,626,029",0%,"$99,989 ",,,,
,2021-06-30 19:47:00,2021-06-29 00:00:00,KTOS,"Kratos Defense & Security Solutions, Inc.",Cervantes De Burgreen Maria,"VP, Corporate Controller",S - Sale,$30.00 ,"-8,015","10,985",-42%,"($240,450)",,,,
D,2021-06-30 19:59:00,2021-06-29 00:00:00,VIR,"Vir Biotechnology, Inc.",Virgin Herbert,"EVP, Research, CSO",S - Sale+OE,$46.63 ,"-1,375","99,700",-1%,"($64,116)",,,,
D,2021-06-30 20:48:00,2021-06-29 00:00:00,FB,Facebook Inc,Zuckerberg Mark,"COB, CEO, 10%",S - Sale+OE,$351.66 ,"-77,300","1,885,846",-4%,"($27,183,122)",,,,
D,2021-06-30 20:45:00,2021-06-29 00:00:00,RUN,Sunrun Inc.,Vonreichbauer Thomas Arthur,CFO,S - Sale+OE,$59.47 ,"-10,054","175,296",-5%,"($597,912)",,,,
,2021-06-28 11:42:00,2021-06-28 00:00:00,HIBB,Hibbett Inc,Knighten Benjamin Ashley,SVP Operations,P - Purchase,$81.00 ,"1,250","6,618",23%,"$101,250 ",,,,
,2021-06-28 14:11:00,2021-06-28 00:00:00,SCHW,Schwab Charles Corp,Schwab Charles R.,COB,S - Sale,$72.99 ,"-28,000","117,764,258",0%,"($2,043,605)",,,,
,2021-06-28 16:00:00,2021-06-28 00:00:00,GLTO,"Galecto, Inc.",Lindmark Bertil,Chief Medical Officer,P - Purchase,$5.26 ,"2,000","2,000",New,"$10,520 ",,,,
,2021-06-28 16:08:00,2021-06-28 00:00:00,ADBE,Adobe Inc.,Belsky Scott,"EVP, CPO, Creative Cloud",S - Sale,$582.71 ,"-2,750","25,665",-10%,"($1,602,453)",,,,
,2021-06-28 17:16:00,2021-06-28 00:00:00,VOLT,"Volt Information Sciences, Inc.",Ursaner Arnold,Dir,P - Purchase,$4.62 ,"1,000","121,806",1%,"$4,620 ",,,,
,2021-06-28 17:33:00,2021-06-28 00:00:00,TRVN,Trevena Inc,Bourdow Carrie L.,"Pres, CEO",P - Purchase,$1.79 ,"56,200","1,301,510",5%,"$100,542 ",,,,
D,2021-06-28 18:16:00,2021-06-28 00:00:00,DOCS,"Doximity, Inc.",Kliman Gilbert H,"Dir, 10%",S - Sale+OE,$24.57 ,"-4,289,250",0,-100%,"($105,386,873)",,,,
D,2021-06-28 18:18:00,2021-06-28 00:00:00,DOCS,"Doximity, Inc.",Interwest Partners X LP,10%,S - Sale+OE,$24.57 ,"-4,289,250",0,-100%,"($105,386,873)",,,,
D,2021-06-28 18:17:00,2021-06-28 00:00:00,DOCS,"Doximity, Inc.",Spain Kevin,Dir,P - Purchase,$26.00 ,"775,000","775,000",New,"$20,150,000 ",,,,
D,2021-06-28 18:17:00,2021-06-28 00:00:00,DOCS,"Doximity, Inc.",Emergence Capital Partners II LP,10%,P - Purchase,$26.00 ,"775,000","775,000",New,"$20,150,000 ",,,,
,2021-06-28 19:13:00,2021-06-28 00:00:00,MPWR,Monolithic Power Systems Inc,Zhou Jeff,Dir,S - Sale,$369.27 ,"-1,500","10,009",-13%,"($553,900)",,,,
D,2021-06-28 21:01:00,2021-06-28 00:00:00,CI,Cigna Corp,Granger Elder,Dir,S - Sale+OE,$237.06 ,"-4,844","3,262",-60%,"($1,148,319)",,,,
,2021-06-28 21:01:00,2021-06-28 00:00:00,ADAP,Adaptimmune Therapeutics Plc,Rawcliffe Adrian,CEO,S - Sale,$4.37 ,"-2,794","3,058",-48%,"($12,210)",,,,
,2021-06-29 08:06:00,2021-06-28 00:00:00,CVET,"Covetrus, Inc.",Phillips Laura J,See Remarks,S - Sale,$27.76 ,"-4,980","4,980",-50%,"($138,269)",,,,
D,2021-06-29 08:22:00,2021-06-28 00:00:00,AMSWA,American Software Inc,Dow H Allan,Pres,S - Sale+OE,$22.76 ,"-1,970","81,315",-2%,"($44,837)",,,,
D,2021-06-29 08:36:00,2021-06-28 00:00:00,IIVI,II-Vi Inc,Bashaw Walter Robert II,Pres,S - Sale+OE,$72.09 ,"-5,000","41,539",-11%,"($360,458)",,,,
,2021-06-29 09:05:00,2021-06-28 00:00:00,SAM,Boston Beer Co Inc,Koch C James,"COB, 10%",S - Sale,"$1,040.23 ","-2,500","222,907",-1%,"($2,600,582)",,,,
,2021-06-29 09:48:00,2021-06-28 00:00:00,NTLA,"Intellia Therapeutics, Inc.",Formela Jean Francois,Dir,S - Sale,$132.73 ,"-553,376","10,000",-98%,"($73,448,879)",,,,
,2021-06-29 10:02:00,2021-06-28 00:00:00,FRXX,Forecross Corp,Green Russell Paul,10%,P - Purchase,$0.10 ,"5,000","2,316,700",0%,$500 ,,,,
D,2021-06-29 10:25:00,2021-06-28 00:00:00,NEE,Nextera Energy Inc,Caplan Deborah H,"EVP, HR, Corp Services",S - Sale+OE,$75.00 ,"-6,896","128,971",-5%,"($517,200)",,,,
